camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
right,529491546,290,529491546,290,535394599,290,569096707,290,586986289,290,588309077,5.903,33.702,17.890,1.323,52.914,58.818,80.298,48.304
left,581350539,290,581350539,290,590854067,290,669572537,290,684987547,290,686430685,9.504,78.718,15.415,1.443,95.577,105.080,,
front,661183686,290,661183686,290,669484414,290,669572537,290,686063514,290,687319274,8.301,0.088,16.491,1.256,17.835,26.136,,
right,629421440,290,629421440,290,635205149,290,669572537,290,687171547,290,688440332,5.784,34.367,17.599,1.269,53.235,59.019,79.833,48.071
left,681091783,290,681091783,290,692710836,290,769485548,290,785728169,290,787464823,11.619,76.775,16.243,1.737,94.754,106.373,,
front,761654070,290,761654070,290,769357685,290,769485548,290,787184146,290,788964823,7.704,0.128,17.699,1.781,19.607,27.311,,
right,729559320,290,729559320,290,735612166,290,769485548,290,788594144,290,790137571,6.053,33.873,19.109,1.543,54.525,60.578,80.562,48.468
left,781209931,290,781209931,290,793282856,290,870683104,290,886341444,290,887811436,12.073,77.400,15.658,1.470,94.529,106.602,,
front,861461707,290,861461707,290,870595873,290,870683104,290,887424500,290,888735383,9.134,0.087,16.741,1.311,18.140,27.274,,
right,829392522,290,829392522,290,837638588,290,870683104,290,888482541,290,889654733,8.246,33.045,17.799,1.172,52.016,60.262,80.252,48.183
left,881380156,290,881380156,290,890905256,290,968870273,290,984529277,290,986019428,9.525,77.965,15.659,1.490,95.114,104.639,,
front,961545824,290,961545824,290,968790044,290,968870273,290,985627395,290,987180963,7.244,0.080,16.757,1.554,18.391,25.635,,
right,929388630,290,929388630,290,939571629,290,968870273,290,986910893,290,988287052,10.183,29.299,18.041,1.376,48.715,58.898,80.166,48.008
left,981322195,290,981322195,290,992714574,291,070268932,291,088411814,291,089834791,11.392,77.554,18.143,1.423,97.120,108.513,,
front,61202942,291,061202942,291,070164147,291,070268932,291,089447106,291,090948068,8.961,0.105,19.178,1.501,20.784,29.745,,
right,29408673,291,029408673,291,035299128,291,070268932,291,090542910,291,092340673,5.890,34.970,20.274,1.798,57.042,62.932,79.881,48.086
left,248751737,291,248751737,291,257277354,291,257360962,291,272677233,291,274038812,8.526,0.084,15.316,1.362,16.761,25.287,,
front,161120438,291,161120438,291,271048847,291,257360962,291,273678549,291,275088089,109.928,-13.688,16.318,1.410,4.039,113.968,,
right,229408495,291,229408495,291,235341725,291,257360962,291,274816856,291,275967156,5.933,22.019,17.456,1.150,40.625,46.559,-87.631,-19.343
left,348672554,291,348672554,291,358027737,291,369525830,291,385026870,291,386485977,9.355,11.498,15.501,1.459,28.458,37.813,,
front,361350467,291,361350467,291,369373561,291,369525830,291,386151931,291,387568771,8.023,0.152,16.626,1.417,18.195,26.218,,
right,329406426,291,329406426,291,335820274,291,369525830,291,387294598,291,388636469,6.414,33.706,17.769,1.342,52.816,59.230,12.678,-19.266
left,381261997,291,381261997,291,390931739,291,469839148,291,485302791,291,486707411,9.670,78.907,15.464,1.405,95.776,105.445,,
front,461525184,291,461525184,291,469746794,291,469839148,291,486354972,291,487774302,8.222,0.092,16.516,1.419,18.028,26.249,,
right,429430044,291,429430044,291,435856073,291,469839148,291,487524505,291,489051258,6.426,33.983,17.685,1.527,53.195,59.621,80.263,48.168
left,481111388,291,481111388,291,493097063,291,569317004,291,584726729,291,586057056,11.986,76.220,15.410,1.330,92.960,104.946,,
front,561587421,291,561587421,291,569205030,291,569317004,291,585734492,291,587042138,7.618,0.112,16.417,1.308,17.837,25.455,,
right,529435356,291,529435356,291,537952102,291,569317004,291,586761858,291,587851546,8.517,31.365,17.445,1.090,49.899,58.416,80.476,48.324
left,581189028,291,581189028,291,592878344,291,671899593,291,689505835,291,690886967,11.689,79.021,17.606,1.381,98.009,109.698,,
front,661417754,291,661417754,291,671764928,291,671899593,291,690549569,291,691851731,10.347,0.135,18.650,1.302,20.087,30.434,,
right,629433328,291,629433328,291,635423856,291,671899593,291,691639032,291,692695671,5.991,36.476,19.739,1.057,57.272,63.262,80.229,48.244
left,721532828,291,721532828,291,732351412,291,769533439,291,784673048,291,786115359,10.819,37.182,15.140,1.442,53.764,64.583,,
front,761412366,291,761412366,291,769425190,291,769533439,291,785713542,291,787110323,8.013,0.108,16.180,1.397,17.685,25.698,,
right,729409123,291,729409123,291,736563576,291,769533439,291,786851182,291,787983445,7.154,32.970,17.318,1.132,51.420,58.574,39.880,7.876
left,821569936,291,821569936,291,831180635,291,869613879,291,885181006,291,886537535,9.611,38.433,15.567,1.357,55.357,64.968,,
front,861678648,291,861678648,291,869497324,291,869613879,291,886194324,291,887439853,7.819,0.117,16.580,1.246,17.943,25.761,,
right,829393725,291,829393725,291,836679224,291,869613879,291,887136675,291,888318214,7.285,32.935,17.523,1.182,51.639,58.924,40.109,7.824
left,948836953,291,948836953,291,957799775,291,969468532,291,984835935,291,986606648,8.963,11.669,15.367,1.771,28.807,37.770,,
front,961314511,291,961314511,291,969374879,291,969468532,291,985900448,291,987241496,8.060,0.094,16.432,1.341,17.867,25.927,,
right,929557983,291,929557983,291,935444968,291,969468532,291,987095641,291,988339945,5.887,34.024,17.627,1.244,52.895,58.782,12.478,-19.279
left,981290884,291,981290884,291,990732596,292,071841541,292,087036391,292,088512683,9.442,81.109,15.195,1.476,97.780,107.222,,
front,61566702,292,061566702,292,071717667,292,071841541,292,088051273,292,089366194,10.151,0.124,16.210,1.315,17.649,27.799,,
right,29567817,292,029567817,292,035385085,292,071841541,292,089112255,292,090250608,5.817,36.456,17.271,1.138,54.866,60.683,80.276,48.277
left,148746622,292,148746622,292,157058197,292,169668422,292,184976845,292,186590548,8.312,12.610,15.308,1.614,29.532,37.844,,
front,161152575,292,161152575,292,169563082,292,169668422,292,186169764,292,187412265,8.411,0.105,16.501,1.243,17.849,26.260,,
right,129469307,292,129469307,292,135543334,292,169668422,292,187123558,292,188284778,6.074,34.125,17.455,1.161,52.741,58.815,12.406,-19.277
left,181320739,292,181320739,292,193179086,292,269646061,292,284801940,292,286261826,11.858,76.467,15.156,1.460,93.083,104.941,,
front,261199219,292,261199219,292,269548041,292,269646061,292,285810235,292,287165253,8.349,0.098,16.164,1.355,17.617,25.966,,
right,229437189,292,229437189,292,235949800,292,269646061,292,286813709,292,288119155,6.513,33.696,17.168,1.305,52.169,58.682,79.878,48.116
left,348719577,292,348719577,292,358090492,292,368889186,292,386496277,292,388381835,9.371,10.799,17.607,1.886,30.291,39.662,,
front,360942691,292,360942691,292,368767575,292,368889186,292,388094503,292,389775156,7.825,0.122,19.205,1.681,21.008,28.832,,
right,329448352,292,329448352,292,337191312,292,368889186,292,389263686,292,390684727,7.743,31.698,20.375,1.421,53.493,61.236,12.223,-19.271
left,381495625,292,381495625,292,392718268,292,469373375,292,484593198,292,485963666,11.223,76.655,15.220,1.370,93.245,104.468,,
front,461812491,292,461812491,292,469265895,292,469373375,292,485598971,292,486861061,7.453,0.107,16.226,1.262,17.595,25.049,,
right,429458360,292,429458360,292,437686362,292,469373375,292,486628660,292,487924220,8.228,31.687,17.255,1.296,50.238,58.466,80.317,47.963
left,548662393,292,548662393,292,559854002,292,570713007,292,588238838,292,589671215,11.192,10.859,17.526,1.432,29.817,41.009,,
front,561413016,292,561413016,292,570601982,292,570713007,292,589315286,292,590748397,9.189,0.111,18.602,1.433,20.146,29.335,,
right,529439483,292,529439483,292,535499934,292,570713007,292,590406094,292,592577590,6.060,35.213,19.693,2.171,57.078,63.138,12.751,-19.223
left,748706193,292,748706193,292,757570936,292,757697576,292,773890815,292,775370272,8.865,0.127,16.193,1.479,17.799,26.664,,
front,661473725,292,661473725,292,769633963,292,757697576,292,774994193,292,776255025,108.160,-11.936,17.297,1.261,6.621,114.781,,
right,729456082,292,729456082,292,737673884,292,757697576,292,776076021,292,777179557,8.218,20.024,18.378,1.104,39.506,47.723,-87.232,-19.250
left,781336416,292,781336416,292,790280363,292,869506952,292,884826126,292,886223326,8.944,79.227,15.319,1.397,95.943,104.887,,
front,861637097,292,861637097,292,869390884,292,869506952,292,885835035,292,887179232,7.754,0.116,16.328,1.344,17.788,25.542,,
right,829458454,292,829458454,292,835984272,292,869506952,292,886876598,292,888192772,6.526,33.523,17.370,1.316,52.209,58.734,80.301,48.122
left,948727644,292,948727644,292,957505191,292,969696250,292,985258095,292,986759840,8.778,12.191,15.562,1.502,29.255,38.032,,
front,961372268,292,961372268,292,969546857,292,969696250,292,986414850,292,987731099,8.175,0.149,16.719,1.316,18.184,26.359,,
right,929474957,292,929474957,292,935616956,292,969696250,292,987466254,292,988724491,6.142,34.079,17.770,1.258,53.108,59.250,12.645,-19.253
left,981394853,292,981394853,292,992306033,293,069417083,293,085217777,293,086858332,10.911,77.111,15.801,1.641,94.552,105.463,,
front,61613558,293,061613558,293,069296124,293,069417083,293,086366362,293,088332791,7.683,0.121,16.949,1.966,19.037,26.719,,
right,29514254,293,029514254,293,036043520,293,069417083,293,087735398,293,089191603,6.529,33.374,18.318,1.456,53.148,59.677,80.219,48.119
left,81334903,293,081334903,293,094127884,293,169395233,293,186264760,293,187941717,12.793,75.267,16.870,1.677,93.814,106.607,,
front,161341691,293,161341691,293,169286115,293,169395233,293,187388818,293,188823845,7.944,0.109,17.994,1.435,19.538,27.482,,
right,129610151,293,129610151,293,135467872,293,169395233,293,188586269,293,189765932,5.858,33.927,19.191,1.180,54.298,60.156,80.007,48.275
left,181435064,293,181435064,293,190893850,293,268994595,293,284503183,293,286118294,9.459,78.101,15.509,1.615,95.224,104.683,,
front,261279969,293,261279969,293,268894385,293,268994595,293,285603911,293,286974020,7.614,0.100,16.609,1.370,18.080,25.694,,
right,229482427,293,229482427,293,237216391,293,268994595,293,286689185,293,287987440,7.734,31.778,17.695,1.298,50.771,58.505,79.845,48.047
left,281221906,293,281221906,293,290422593,293,369047176,293,384719580,293,386458410,9.201,78.625,15.672,1.739,96.036,105.237,,
front,361304917,293,361304917,293,368915823,293,369047176,293,385881845,293,387583848,7.611,0.131,16.835,1.702,18.668,26.279,,
right,329467382,293,329467382,293,335286961,293,369047176,293,387261950,293,388490000,5.820,33.760,18.215,1.228,53.203,59.023,80.083,48.245
left,381330181,293,381330181,293,390654676,293,469212881,293,485203882,293,486791413,9.324,78.558,15.991,1.588,96.137,105.461,,
front,461515741,293,461515741,293,469095041,293,469212881,293,486326368,293,487753036,7.579,0.118,17.113,1.427,18.658,26.237,,
right,429497165,293,429497165,293,437818089,293,469212881,293,487567648,293,488715873,8.321,31.395,18.355,1.148,50.898,59.219,80.186,48.167
left,481282887,293,481282887,293,492926024,293,570028066,293,585552761,293,587163092,11.643,77.102,15.525,1.610,94.237,105.880,,
front,561639949,293,561639949,293,569898978,293,570028066,293,586724847,293,588232768,8.259,0.129,16.697,1.508,18.334,26.593,,
right,529519480,293,529519480,293,538424061,293,570028066,293,587866858,293,589150915,8.905,31.604,17.839,1.284,50.727,59.631,80.357,48.237
left,581246295,293,581246295,293,590476634,293,670165312,293,685873422,293,687419346,9.230,79.689,15.708,1.546,96.943,106.173,,
front,661762940,293,661762940,293,670060009,293,670165312,293,686959045,293,688270244,8.297,0.105,16.794,1.311,18.210,26.507,,
right,629527207,293,629527207,293,637815297,293,670165312,293,687926699,293,689319644,8.288,32.350,17.761,1.393,51.504,59.792,80.517,48.281
left,681399824,293,681399824,293,690748819,293,769146047,293,784524311,293,786217788,9.349,78.397,15.378,1.693,95.469,104.818,,
front,761294035,293,761294035,293,769043587,293,769146047,293,785866164,293,787411311,7.750,0.102,16.720,1.545,18.368,26.117,,
right,729496588,293,729496588,293,735306291,293,769146047,293,787225350,293,788951022,5.810,33.840,18.079,1.726,53.645,59.454,79.894,48.097
left,781242411,293,781242411,293,791823572,293,869377014,293,884951334,293,886760965,10.581,77.553,15.574,1.810,94.937,105.519,,
front,861646927,293,861646927,293,869292626,293,869377014,293,886459465,293,888393933,7.646,0.084,17.082,1.934,19.101,26.747,,
right,829490462,293,829490462,293,836152526,293,869377014,293,887820741,293,889555221,6.662,33.224,18.444,1.734,53.403,60.065,80.405,48.248
left,881248648,293,881248648,293,891145404,293,973174728,293,988951965,293,991343812,9.897,82.029,15.777,2.392,100.198,110.095,,
front,961543975,293,961543975,293,973055943,293,973174728,293,990865127,293,992982334,11.512,0.119,17.690,2.117,19.926,31.438,,
right,929457006,293,929457006,293,937628622,293,973174728,293,992805695,293,994863427,8.172,35.546,19.631,2.058,57.235,65.406,80.295,48.208
left,81249359,294,081249359,294,090384190,294,090480355,294,108421504,294,109792094,9.135,0.096,17.941,1.371,19.408,28.543,,
front,61659422,294,061659422,294,069051725,294,090480355,294,109347677,294,110611848,7.392,21.429,18.867,1.264,41.560,48.952,,
right,29495402,294,029495402,294,037857167,294,090480355,294,110302622,294,111451659,8.362,52.623,19.822,1.149,73.594,81.956,-19.590,-51.754
left,181315735,294,181315735,294,189994558,294,190091147,294,205176229,294,206538174,8.679,0.097,15.085,1.362,16.544,25.222,,
front,161336540,294,161336540,294,169505456,294,190091147,294,206096212,294,207363554,8.169,20.586,16.005,1.267,37.858,46.027,,
right,129467488,294,129467488,294,137685899,294,190091147,294,207033972,294,208187320,8.218,52.405,16.943,1.153,70.501,78.720,-19.979,-51.848
left,281312176,294,281312176,294,292780831,294,292885048,294,308135412,294,309612302,11.469,0.104,15.250,1.477,16.831,28.300,,
front,261374514,294,261374514,294,269031236,294,292885048,294,309106693,294,310440027,7.657,23.854,16.222,1.333,41.409,49.066,,
right,229464337,294,229464337,294,237531280,294,292885048,294,310122962,294,311375537,8.067,55.354,17.238,1.253,73.844,81.911,-19.938,-51.848
left,381315594,294,381315594,294,392684993,294,392758532,294,407921187,294,409512853,11.369,0.074,15.163,1.592,16.828,28.197,,
front,361316469,294,361316469,294,368931940,294,392758532,294,408841109,294,410043142,7.615,23.827,16.083,1.202,41.111,48.727,,
right,329502030,294,329502030,294,335837096,294,392758532,294,409849475,294,411063659,6.335,56.921,17.091,1.214,75.227,81.562,-19.999,-51.814
left,481307247,294,481307247,294,490008380,294,490122450,294,505491615,294,506997925,8.701,0.114,15.369,1.506,16.990,25.691,,
front,461385885,294,461385885,294,469273122,294,490122450,294,506484981,294,507906821,7.887,20.849,16.363,1.422,38.634,46.521,,
right,429526755,294,429526755,294,437426218,294,490122450,294,507569042,294,508869399,7.899,52.696,17.447,1.300,71.443,79.343,-19.921,-51.780
left,581339425,294,581339425,294,592797941,294,592887521,294,608045641,294,609409344,11.459,0.090,15.158,1.364,16.611,28.070,,
front,561564253,294,561564253,294,569086818,294,592887521,294,608971358,294,610140593,7.523,23.801,16.084,1.169,41.054,48.576,,
right,529563552,294,529563552,294,537884330,294,592887521,294,609925201,294,611063567,8.321,55.003,17.038,1.138,73.179,81.500,-19.775,-51.776
left,681345102,294,681345102,294,689885079,294,689983192,294,705342579,294,706814636,8.540,0.098,15.359,1.472,16.930,25.470,,
front,661627475,294,661627475,294,669196881,294,689983192,294,706344724,294,707682836,7.569,20.786,16.362,1.338,38.486,46.055,,
right,629535377,294,629535377,294,637998680,294,689983192,294,707431353,294,708515598,8.463,51.985,17.448,1.084,70.517,78.980,-19.718,-51.810
left,781384259,294,781384259,294,790755698,294,790861841,294,807373489,294,808795357,9.371,0.106,16.512,1.422,18.040,27.411,,
front,761485592,294,761485592,294,769381358,294,790861841,294,808353919,294,809777158,7.896,21.480,17.492,1.423,40.396,48.292,,
right,729547284,294,729547284,294,735742455,294,790861841,294,809489949,294,810783501,6.195,55.119,18.628,1.294,75.041,81.236,-19.899,-51.837
left,948748618,294,948748618,294,957341863,294,957485677,294,973039791,294,974525808,8.593,0.144,15.554,1.486,17.184,25.777,,
front,861528101,294,861528101,294,969110400,294,957485677,294,974061633,294,975406465,107.582,-11.625,16.576,1.345,6.296,113.878,,
right,929661068,294,929661068,294,935648105,294,957485677,294,975117204,294,976438776,5.987,21.838,17.632,1.322,40.791,46.778,-87.221,-19.088
left,981368884,294,981368884,294,990005931,295,069482407,295,084846500,295,086337867,8.637,79.476,15.364,1.491,96.332,104.969,,
front,61820281,295,061820281,295,069407774,295,069482407,295,085845804,295,087121525,7.587,0.075,16.363,1.276,17.714,25.301,,
right,29673168,295,029673168,295,035470608,295,069482407,295,086792623,295,088020973,5.797,34.012,17.310,1.228,52.550,58.348,80.451,48.304
left,148763525,295,148763525,295,157858512,295,169981498,295,185269399,295,186687083,9.095,12.123,15.288,1.418,28.829,37.924,,
front,161269740,295,161269740,295,169841857,295,169981498,295,186386811,295,187573049,8.572,0.140,16.405,1.186,17.731,26.303,,
right,129681092,295,129681092,295,135615035,295,169981498,295,187386798,295,188606739,5.934,34.366,17.405,1.220,52.992,58.926,12.506,-19.082
left,181435292,295,181435292,295,193300476,295,269308867,295,284979292,295,286426622,11.865,76.008,15.670,1.447,93.126,104.991,,
front,261658227,295,261658227,295,269204035,295,269308867,295,285981229,295,287250226,7.546,0.105,16.672,1.269,18.046,25.592,,
right,229664903,295,229664903,295,235413056,295,269308867,295,286941736,295,288017561,5.748,33.896,17.633,1.076,52.605,58.353,80.223,48.230
left,348801217,295,348801217,295,357859744,295,370141671,295,385781906,295,387435201,9.059,12.282,15.640,1.653,29.575,38.634,,
front,361369404,295,361369404,295,369829655,295,370141671,295,386903189,295,388530400,8.460,0.312,16.762,1.627,18.701,27.161,,
right,329561261,295,329561261,295,335639082,295,370141671,295,388159258,295,389402732,6.078,34.503,18.018,1.243,53.764,59.841,12.568,-19.240
left,381422106,295,381422106,295,391817095,295,469433702,295,485438211,295,486916498,10.395,77.617,16.005,1.478,95.099,105.494,,
front,461714395,295,461714395,295,469337534,295,469433702,295,486473895,295,487868478,7.623,0.096,17.040,1.395,18.531,26.154,,
right,429562024,295,429562024,295,437757344,295,469433702,295,487576606,295,488851837,8.195,31.676,18.143,1.275,51.094,59.290,80.292,48.140
left,548760077,295,548760077,295,557547448,295,570900004,295,586266742,295,587954066,8.787,13.353,15.367,1.687,30.407,39.194,,
front,561275247,295,561275247,295,570796624,295,570900004,295,587350585,295,588891600,9.521,0.103,16.451,1.541,18.095,27.616,,
right,529596910,295,529596910,295,535874226,295,570900004,295,588583053,295,589786934,6.277,35.026,17.683,1.204,53.913,60.190,12.515,-19.163
left,581389686,295,581389686,295,594505094,295,669886911,295,685667007,295,687039755,13.115,75.382,15.780,1.373,92.535,105.650,,
front,661717631,295,661717631,295,669770628,295,669886911,295,686642024,295,687904658,8.053,0.116,16.755,1.263,18.134,26.187,,
right,629582403,295,629582403,295,639514089,295,669886911,295,687663235,295,688827809,9.932,30.373,17.776,1.165,49.314,59.245,80.328,48.193
left,748846477,295,748846477,295,759187730,295,770148671,295,786181048,295,787820838,10.341,10.961,16.032,1.640,28.633,38.974,,
front,761474255,295,761474255,295,770068042,295,770148671,295,787420759,295,788684099,8.594,0.081,17.272,1.263,18.616,27.210,,
right,729582681,295,729582681,295,739589233,295,770148671,295,788421999,295,789520649,10.007,30.559,18.273,1.099,49.931,59.938,12.628,-19.264
left,781380571,295,781380571,295,793502675,295,869713304,295,884978781,295,886484651,12.122,76.211,15.265,1.506,92.982,105.104,,
front,861698255,295,861698255,295,869610240,295,869713304,295,886103572,295,887461806,7.912,0.103,16.390,1.358,17.852,25.764,,
right,829581038,295,829581038,295,835532240,295,869713304,295,887178952,295,888408276,5.951,34.181,17.466,1.229,52.876,58.827,80.318,48.200
left,948957258,295,948957258,295,957314795,295,972620578,295,987867551,295,989509890,8.358,15.306,15.247,1.642,32.195,40.553,,
front,961430223,295,961430223,295,972488330,295,972620578,295,989114099,295,990482085,11.058,0.132,16.494,1.368,17.994,29.052,,
right,929593110,295,929593110,295,937140254,295,972620578,295,990265323,295,991866395,7.547,35.480,17.645,1.601,54.726,62.273,12.473,-19.364
left,981534169,295,981534169,295,991763462,296,069164326,296,084543058,296,086086099,10.229,77.401,15.379,1.543,94.323,104.552,,
front,61489683,296,061489683,296,069063458,296,069164326,296,085571354,296,087158021,7.574,0.101,16.407,1.587,18.095,25.668,,
right,29653608,296,029653608,296,035763831,296,069164326,296,086739429,296,087930584,6.110,33.400,17.575,1.191,52.167,58.277,79.956,48.119
left,81350928,296,081350928,296,093035403,296,171551160,296,187458811,296,188862474,11.684,78.516,15.908,1.404,95.827,107.512,,
front,161665103,296,161665103,296,171437745,296,171551160,296,188565138,296,189729478,9.773,0.113,17.014,1.164,18.292,28.064,,
right,129596815,296,129596815,296,139777164,296,171551160,296,189553546,296,190609438,10.180,31.774,18.002,1.056,50.832,61.013,80.314,48.246
left,181294491,296,181294491,296,191805520,296,268837219,296,284886924,296,286328355,10.511,77.032,16.050,1.441,94.523,105.034,,
front,261348884,296,261348884,296,268728832,296,268837219,296,285960823,296,287257854,7.380,0.108,17.124,1.297,18.529,25.909,,
right,229599165,296,229599165,296,237984822,296,268837219,296,286998700,296,288240942,8.386,30.852,18.161,1.242,50.256,58.642,80.054,48.305
left,281302602,296,281302602,296,295467410,296,372014390,296,387497913,296,388881945,14.165,76.547,15.484,1.384,93.415,107.579,,
front,361611378,296,361611378,296,371913782,296,372014390,296,388525768,296,389962570,10.302,0.101,16.511,1.437,18.049,28.351,,
right,329605736,296,329605736,296,335779677,296,372014390,296,389729755,296,391113753,6.174,36.235,17.715,1.384,55.334,61.508,80.309,48.303
left,381287131,296,381287131,296,394066402,296,470787737,296,486123974,296,487625241,12.779,76.721,15.336,1.501,93.559,106.338,,
front,461677402,296,461677402,296,470682517,296,470787737,296,487223304,296,488730861,9.005,0.105,16.436,1.508,18.048,27.053,,
right,429598473,296,429598473,296,437826186,296,470787737,296,488458650,296,489856612,8.228,32.962,17.671,1.398,52.030,60.258,80.390,48.311
left,481298254,296,481298254,296,490362111,296,568964321,296,584134577,296,585594240,9.064,78.602,15.170,1.460,95.232,104.296,,
front,561427123,296,561427123,296,568843267,296,568964321,296,585229447,296,586421407,7.416,0.121,16.265,1.192,17.578,24.994,,
right,529615875,296,529615875,296,537872529,296,568964321,296,586177186,296,587556117,8.257,31.092,17.213,1.379,49.684,57.940,80.129,48.318
left,581409617,296,581409617,296,591809050,296,673308181,296,689491932,296,691232686,10.399,81.499,16.184,1.741,99.424,109.823,,
front,661621051,296,661621051,296,673195312,296,673308181,296,690907373,296,692130996,11.574,0.113,17.599,1.224,18.936,30.510,,
right,629704622,296,629704622,296,639802332,296,673308181,296,691950244,296,693219929,10.098,33.506,18.642,1.270,53.418,63.515,80.211,48.295
left,781367351,296,781367351,296,790113563,296,790202661,296,805384442,296,806943693,8.746,0.089,15.182,1.559,16.830,25.576,,
front,761801965,296,761801965,296,769716790,296,790202661,296,806354228,296,807540538,7.915,20.486,16.152,1.186,37.824,45.739,,
right,729605611,296,729605611,296,737924829,296,790202661,296,807237836,296,808316194,8.319,52.278,17.035,1.078,70.391,78.711,-19.565,-51.762
left,881304258,296,881304258,296,895833543,296,895930352,296,911264893,296,912830818,14.529,0.097,15.335,1.566,16.997,31.527,,
front,861634331,296,861634331,296,870676199,296,895930352,296,912204514,296,913342926,9.042,25.254,16.274,1.138,42.667,51.709,,
right,829599323,296,829599323,296,835565255,296,895930352,296,913094227,296,914324101,5.966,60.365,17.164,1.230,78.759,84.725,-19.670,-51.705
left,981360158,296,981360158,296,990147918,296,990252033,297,006940364,297,008412604,8.788,0.104,16.688,1.472,18.265,27.052,,
front,961574718,296,961574718,296,970596604,296,990252033,297,007875785,297,008891370,9.022,19.655,17.624,1.016,38.295,47.317,,
right,929617055,296,929617055,296,937764711,296,990252033,297,008662637,297,009724852,8.148,52.487,18.411,1.062,71.960,80.108,-19.785,-51.743
left,81374189,297,081374189,297,089935584,297,090050134,297,107444622,297,109165367,8.561,0.115,17.394,1.721,19.230,27.791,,
front,61932154,297,061932154,297,069549703,297,090050134,297,108563246,297,109695019,7.618,20.500,18.513,1.132,40.145,47.763,,
right,29586086,297,029586086,297,037380391,297,090050134,297,109418599,297,110637987,7.794,52.670,19.368,1.219,73.258,81.052,-19.442,-51.788
left,181560518,297,181560518,297,192713983,297,192836252,297,208603360,297,210230414,11.153,0.122,15.767,1.627,17.516,28.670,,
front,128548284,297,128548284,297,136622241,297,192836252,297,209560598,297,210792963,8.074,56.214,16.724,1.232,74.171,82.245,,
right,130671704,297,130671704,297,136880590,297,192836252,297,210521453,297,211832908,6.209,55.956,17.685,1.311,74.952,81.161,-53.012,-50.889
left,281449530,297,281449530,297,293793826,297,293889207,297,311362153,297,312859167,12.344,0.095,17.473,1.497,19.065,31.410,,
front,261263974,297,261263974,297,268988964,297,293889207,297,312315041,297,313478643,7.725,24.900,18.426,1.164,44.490,52.215,,
right,229630129,297,229630129,297,237242356,297,293889207,297,313205573,297,314239427,7.612,56.647,19.316,1.034,76.997,84.609,-20.186,-51.819
left,381468971,297,381468971,297,393049205,297,393171666,297,408358151,297,409915245,11.580,0.122,15.186,1.557,16.866,28.446,,
front,361349510,297,361349510,297,368846668,297,393171666,297,409286152,297,410417157,7.497,24.325,16.114,1.131,41.570,49.068,,
right,329628496,297,329628496,297,336115072,297,393171666,297,410151941,297,411229921,6.487,57.057,16.980,1.078,75.115,81.601,-20.119,-51.840
left,481439407,297,481439407,297,493074905,297,493178953,297,508383198,297,509874060,11.635,0.104,15.204,1.491,16.799,28.435,,
front,461455387,297,461455387,297,469263008,297,493178953,297,509350340,297,510512495,7.808,23.916,16.171,1.162,41.249,49.057,,
right,429618976,297,429618976,297,436114821,297,493178953,297,510342181,297,511752192,6.496,57.064,17.163,1.410,75.637,82.133,-19.984,-51.820
left,581488811,297,581488811,297,593051640,297,593160157,297,608213398,297,609774512,11.563,0.109,15.053,1.561,16.723,28.286,,
front,561864135,297,561864135,297,569557420,297,593160157,297,609188186,297,610354355,7.693,23.603,16.028,1.166,40.797,48.490,,
right,529640688,297,529640688,297,536289483,297,593160157,297,610024504,297,611122944,6.649,56.871,16.864,1.098,74.833,81.482,-19.625,-51.848
left,681438130,297,681438130,297,693308284,297,693452620,297,708863702,297,710497005,11.870,0.144,15.411,1.633,17.189,29.059,,
front,661657247,297,661657247,297,669163162,297,693452620,297,709825934,297,711076894,7.506,24.289,16.373,1.251,41.914,49.420,,
right,629650789,297,629650789,297,636777658,297,693452620,297,710767140,297,712035762,7.127,56.675,17.315,1.269,75.258,82.385,-19.781,-51.787
left,781474383,297,781474383,297,792128366,297,792215455,297,809135418,297,810605828,10.654,0.087,16.920,1.470,18.477,29.131,,
front,761512453,297,761512453,297,768959642,297,792215455,297,810097613,297,811283526,7.447,23.256,17.882,1.186,42.324,49.771,,
right,729711987,297,729711987,297,736388797,297,792215455,297,811207543,297,812607404,6.677,55.827,18.992,1.400,76.219,82.895,-19.962,-51.762
left,881448747,297,881448747,297,890277865,297,890396068,297,905681432,297,907157867,8.829,0.118,15.285,1.476,16.880,25.709,,
front,861465857,297,861465857,297,868977883,297,890396068,297,906583959,297,907703105,7.512,21.418,16.188,1.119,38.725,46.237,,
right,829570345,297,829570345,297,837711847,297,890396068,297,907737813,297,909058904,8.142,52.684,17.342,1.321,71.347,79.489,-19.983,-51.878
left,981554200,297,981554200,297,990079583,297,990174696,298,007744570,298,009117908,8.525,0.095,17.570,1.373,19.038,27.564,,
front,961682054,297,961682054,297,969799036,297,990174696,298,008671056,298,009735171,8.117,20.376,18.496,1.064,39.936,48.053,,
