camera_id,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms
right,929622417,297,929622417,297,936024749,297,990174696,298,009491542,298,010674932,6.402,54.150,19.317,1.183,74.650,81.053,-19.872,-51.932
left,81437544,298,081437544,298,090022174,298,090124625,298,105496226,298,106913321,8.585,0.102,15.372,1.417,16.891,25.476,,
front,61338813,298,061338813,298,069728844,298,090124625,298,106450782,298,107637435,8.390,20.396,16.326,1.187,37.909,46.299,,
right,29726590,298,029726590,298,036593308,298,090124625,298,107690407,298,109136218,6.867,53.531,17.566,1.446,72.543,79.410,-20.099,-51.711
left,249015125,298,249015125,298,257464941,298,257557353,298,274523374,298,275889870,8.450,0.092,16.966,1.366,18.425,26.875,,
front,161624165,298,161624165,298,270030054,298,257557353,298,275596445,298,276823962,108.406,-12.473,18.039,1.228,6.794,115.200,,
right,229743826,298,229743826,298,235602929,298,257557353,298,276809803,298,279022933,5.859,21.954,19.252,2.213,43.420,49.279,-87.391,-19.271
left,281532175,298,281532175,298,290225184,298,339071155,298,355032779,298,356497824,8.693,48.846,15.962,1.465,66.273,74.966,,
front,328957821,298,328957821,298,336585537,298,339071155,298,355971352,298,357524102,7.628,2.486,16.900,1.553,20.939,28.566,,
right,330735223,298,330735223,298,338962647,298,339071155,298,357402067,298,358702973,8.227,0.109,18.331,1.301,19.740,27.968,47.426,49.203
left,448974027,298,448974027,298,458019481,298,470836081,298,488237046,298,489603973,9.045,12.817,17.401,1.367,31.584,40.630,,
front,461401484,298,461401484,298,470732366,298,470836081,298,489314731,298,490629771,9.331,0.104,18.479,1.315,19.897,29.228,,
right,429762268,298,429762268,298,435730816,298,470836081,298,490497746,298,492945511,5.969,35.105,19.662,2.448,57.215,63.183,12.427,-19.212
left,581445736,298,581445736,298,590203685,298,590290520,298,605406636,298,606918422,8.758,0.087,15.116,1.512,16.715,25.473,,
front,561670545,298,561670545,298,569496045,298,590290520,298,606364571,298,607625027,7.825,20.794,16.074,1.260,38.129,45.954,,
right,529771362,298,529771362,298,536627556,298,590290520,298,607606729,298,608951516,6.856,53.663,17.316,1.345,72.324,79.180,-19.775,-51.674
left,748821024,298,748821024,298,758750630,298,758848090,298,774426188,298,775834124,9.930,0.097,15.578,1.408,17.083,27.013,,
front,628419855,298,628419855,298,769520070,298,758848090,298,775479340,298,776922922,141.100,-10.672,16.631,1.444,7.403,148.503,,
right,729624237,298,729624237,298,735502262,298,758848090,298,776680708,298,778079011,5.878,23.346,17.833,1.398,42.577,48.455,-120.401,-19.197
left,781491291,298,781491291,298,791195229,298,870074193,298,885488945,298,887098734,9.704,78.879,15.415,1.610,95.904,105.607,,
front,861850668,298,861850668,298,869938288,298,870074193,298,886531723,298,887802211,8.088,0.136,16.458,1.270,17.864,25.952,,
right,829755898,298,829755898,298,835619192,298,870074193,298,887736698,298,889062534,5.863,34.455,17.663,1.326,53.443,59.307,80.359,48.265
left,948874112,298,948874112,298,957519855,298,969357751,298,985108282,298,986968435,8.646,11.838,15.751,1.860,29.449,38.094,,
front,961328426,298,961328426,298,969264808,298,969357751,298,986185028,298,987829800,7.936,0.093,16.827,1.645,18.565,26.501,,
right,929671782,298,929671782,298,937934557,298,969357751,298,987642825,298,989531035,8.263,31.423,18.285,1.888,51.596,59.859,12.454,-19.202
left,981563088,298,981563088,298,992149222,299,069537533,299,085781342,299,087308760,10.586,77.388,16.244,1.527,95.160,105.746,,
front,61958841,299,061958841,299,069435903,299,069537533,299,086877849,299,088195661,7.477,0.102,17.340,1.318,18.760,26.237,,
right,29692889,299,029692889,299,035986111,299,069537533,299,088072265,299,090555347,6.293,33.551,18.535,2.483,54.569,60.862,80.396,48.130
left,148800176,299,148800176,299,157386468,299,169373361,299,185294900,299,187247456,8.586,11.987,15.922,1.953,29.861,38.447,,
front,161711899,299,161711899,299,169264104,299,169373361,299,186457611,299,188411153,7.552,0.109,17.084,1.954,19.147,26.699,,
right,129685869,299,129685869,299,138182516,299,169373361,299,188202295,299,189798882,8.497,31.191,18.829,1.597,51.616,60.113,12.912,-19.114
left,181475011,299,181475011,299,192958916,299,271161881,299,287335259,299,288714713,11.484,78.203,16.173,1.379,95.756,107.240,,
front,261562848,299,261562848,299,271066012,299,271161881,299,288361814,299,289574156,9.503,0.096,17.200,1.212,18.508,28.011,,
right,229684305,299,229684305,299,237797584,299,271161881,299,289471145,299,290740246,8.113,33.364,18.309,1.269,52.943,61.056,80.088,48.209
left,281528703,299,281528703,299,291322261,299,369352194,299,385208336,299,386956615,9.794,78.030,15.856,1.748,95.634,105.428,,
front,361442200,299,361442200,299,369247549,299,369352194,299,386404645,299,387775611,7.805,0.105,17.052,1.371,18.528,26.333,,
right,329656245,299,329656245,299,335577257,299,369352194,299,387775386,299,389213281,5.921,33.775,18.423,1.438,53.636,59.557,79.913,48.128
left,381393278,299,381393278,299,391478838,299,469980290,299,485973164,299,487375561,10.086,78.501,15.993,1.402,95.897,105.982,,
front,461737669,299,461737669,299,469867556,299,469980290,299,486982742,299,488353817,8.130,0.113,17.002,1.371,18.486,26.616,,
right,429667459,299,429667459,299,435552653,299,469980290,299,488266041,299,490448921,5.885,34.428,18.286,2.183,54.896,60.781,80.344,48.274
left,481374132,299,481374132,299,493234133,299,569715763,299,585444382,299,587014433,11.860,76.482,15.729,1.570,93.780,105.640,,
front,561726214,299,561726214,299,569627268,299,569715763,299,586544100,299,588043597,7.901,0.088,16.828,1.499,18.416,26.317,,
right,529665873,299,529665873,299,535649914,299,569715763,299,587827956,299,589334651,5.984,34.066,18.112,1.507,53.685,59.669,80.352,48.292
left,581509045,299,581509045,299,591678027,299,637625694,299,652813922,299,654321205,10.169,45.948,15.188,1.507,62.643,72.812,,
front,628773532,299,628773532,299,636779012,299,637625694,299,653773618,299,655153625,8.005,0.847,16.148,1.380,18.375,26.380,,
right,630754701,299,630754701,299,637582070,299,637625694,299,655341087,299,657734145,6.827,0.044,17.715,2.393,20.152,26.979,47.264,49.246
left,681478210,299,681478210,299,690871992,299,769276210,299,785109255,299,786655047,9.394,78.404,15.833,1.546,95.783,105.177,,
front,761772032,299,761772032,299,769173131,299,769276210,299,786430379,299,787783820,7.401,0.103,17.154,1.353,18.611,26.012,,
right,729653091,299,729653091,299,735422073,299,769276210,299,787816911,299,789324309,5.769,33.854,18.541,1.507,53.902,59.671,80.294,48.175
left,781485045,299,781485045,299,791161135,299,838243839,299,853736525,299,855683758,9.676,47.083,15.493,1.947,64.523,74.199,,
front,828687085,299,828687085,299,838103497,299,838243839,299,855343792,299,858031025,9.416,0.140,17.100,2.687,19.928,29.344,,
right,830857334,299,830857334,299,837163431,299,838243839,299,857805070,299,862055384,6.306,1.080,19.561,4.250,24.892,31.198,47.202,49.372
left,881362895,299,881362895,299,890268925,299,969352461,299,984672168,299,986213018,8.906,79.084,15.320,1.541,95.944,104.850,,
front,961529022,299,961529022,299,969240260,299,969352461,299,985873881,299,987132050,7.711,0.112,16.521,1.258,17.892,25.603,,
right,929673673,299,929673673,299,936164826,299,969352461,299,987147977,299,989678045,6.491,33.188,17.796,2.530,53.513,60.004,80.166,48.311
left,981472524,299,981472524,299,994093265,300,039838101,300,055753519,300,057985749,12.621,45.745,15.915,2.232,63.892,76.513,,
front,28521717,300,028521717,300,038575997,300,039838101,300,057693352,300,060776743,10.054,1.262,17.855,3.083,22.201,32.255,,
right,30888825,300,030888825,300,039729908,300,039838101,300,060786458,300,063770414,8.841,0.108,20.948,2.984,24.041,32.882,47.049,49.416
left,81499943,300,081499943,300,093606006,300,171127837,300,187648945,300,189369773,12.106,77.522,16.521,1.721,95.764,107.870,,
front,161753738,300,161753738,300,170957102,300,171127837,300,188960986,300,190579923,9.203,0.171,17.833,1.619,19.623,28.826,,
right,129641158,300,129641158,300,138248526,300,171127837,300,190520252,300,192358003,8.607,32.879,19.392,1.838,54.109,62.717,80.254,48.141
left,181498035,300,181498035,300,195571965,300,271202235,300,287219456,300,290046029,14.074,75.630,16.017,2.827,94.474,108.548,,
front,261344081,300,261344081,300,271084753,300,271202235,300,289345379,300,292404179,9.741,0.117,18.143,3.059,21.319,31.060,,
right,229760504,300,229760504,300,237315128,300,271202235,300,292469192,300,295676190,7.555,33.887,21.267,3.207,58.361,65.916,79.846,48.262
left,381493444,300,381493444,300,391872032,300,391967410,300,407365263,300,408991474,10.379,0.095,15.398,1.626,17.119,27.498,,
front,328881792,300,328881792,300,338622423,300,391967410,300,408472687,300,409947224,9.741,53.345,16.505,1.475,71.325,81.065,,
right,330733865,300,330733865,300,339311344,300,391967410,300,409781144,300,411561035,8.577,52.656,17.814,1.780,72.250,80.827,-52.612,-50.760
left,481790316,300,481790316,300,491147150,300,491256245,300,508687793,300,510090612,9.357,0.109,17.432,1.403,18.943,28.300,,
front,461807124,300,461807124,300,472234986,300,491256245,300,509779442,300,511073774,10.428,19.021,18.523,1.294,38.839,49.267,,
right,429768291,300,429768291,300,436289347,300,491256245,300,511078060,300,512492844,6.521,54.967,19.822,1.415,76.203,82.725,-19.983,-52.022
left,581738538,300,581738538,300,593448808,300,593551584,300,608860994,300,610355167,11.710,0.103,15.309,1.494,16.906,28.617,,
front,561681300,300,561681300,300,570264364,300,593551584,300,609961698,300,611293362,8.583,23.287,16.410,1.332,41.029,49.612,,
right,529761791,300,529761791,300,536633231,300,593551584,300,611301502,300,612687236,6.871,56.918,17.750,1.386,76.054,82.925,-20.057,-51.977
left,681725077,300,681725077,300,693170298,300,693289100,300,709070785,300,710414945,11.445,0.119,15.782,1.344,17.245,28.690,,
front,661563959,300,661563959,300,669972749,300,693289100,300,710093247,300,711661838,8.409,23.316,16.804,1.569,41.689,50.098,,
right,629791728,300,629791728,300,636798512,300,693289100,300,711612000,300,713202228,7.007,56.491,18.323,1.590,76.404,83.410,-20.161,-51.933
left,781549092,300,781549092,300,790706026,300,790768078,300,807351828,300,808779570,9.157,0.062,16.584,1.428,18.074,27.230,,
front,761468789,300,761468789,300,769071513,300,790768078,300,808403436,300,809640212,7.603,21.697,17.635,1.237,40.569,48.171,,
right,729717911,300,729717911,300,737898408,300,790768078,300,809654539,300,810964742,8.180,52.870,18.886,1.310,73.066,81.247,-20.080,-51.831
left,881605631,300,881605631,300,890410269,300,890534806,300,906886758,300,908196710,8.805,0.125,16.352,1.310,17.786,26.591,,
front,861509414,300,861509414,300,869517062,300,890534806,300,907801449,300,909016520,8.008,21.018,17.267,1.215,39.499,47.507,,
right,829670868,300,829670868,300,838351953,300,890534806,300,909037516,300,911225152,8.681,52.183,18.503,2.188,72.873,81.554,-20.096,-51.935
left,981678084,300,981678084,300,991049006,300,991150356,301,008602088,301,010011900,9.371,0.101,17.452,1.410,18.963,28.334,,
front,961540494,300,961540494,300,969843911,300,991150356,301,009564966,301,010807364,8.303,21.306,18.415,1.242,40.963,49.267,,
right,929704279,300,929704279,300,936134592,300,991150356,301,010804845,301,011942592,6.430,55.016,19.654,1.138,75.808,82.238,-20.138,-51.974
left,81712728,301,081712728,301,090296367,301,090432994,301,105629230,301,107152321,8.584,0.137,15.196,1.523,16.856,25.440,,
front,28543287,301,028543287,301,037345835,301,090432994,301,106556842,301,107896817,8.803,53.087,16.124,1.340,70.551,79.354,,
right,30890029,301,030890029,301,039488567,301,090432994,301,107823488,301,109424725,8.599,50.944,17.390,1.601,69.936,78.535,-53.169,-50.823
left,181748096,301,181748096,301,195907702,301,196018299,301,211195101,301,212778090,14.160,0.111,15.177,1.583,16.870,31.030,,
front,161568932,301,161568932,301,169960334,301,196018299,301,212127462,301,213322351,8.391,26.058,16.109,1.195,43.362,51.753,,
right,129679542,301,129679542,301,136075665,301,196018299,301,213220057,301,214441128,6.396,59.943,17.202,1.221,78.365,84.762,-20.179,-52.069
left,281809490,301,281809490,301,290410748,301,290516527,301,306144998,301,307695764,8.601,0.106,15.628,1.551,17.285,25.886,,
front,228546999,301,228546999,301,236815337,301,290516527,301,307161968,301,308464002,8.268,53.701,16.645,1.302,71.649,79.917,,
right,230964592,301,230964592,301,237051317,301,290516527,301,308382247,301,309912586,6.087,53.465,17.866,1.530,72.861,78.948,-53.262,-50.845
left,381660652,301,381660652,301,390866529,301,390961873,301,407248502,301,408965395,9.206,0.095,16.287,1.717,18.099,27.305,,
front,361605991,301,361605991,301,369525476,301,390961873,301,408319311,301,409634969,7.919,21.436,17.357,1.316,40.109,48.029,,
right,329740420,301,329740420,301,335902979,301,390961873,301,409417598,301,410870781,6.163,55.059,18.456,1.453,74.968,81.130,-20.055,-51.920
left,481686405,301,481686405,301,490806532,301,490902535,301,506251148,301,507967221,9.120,0.096,15.349,1.716,17.161,26.281,,
front,428756776,301,428756776,301,438297266,301,490902535,301,507368378,301,508750318,9.540,52.605,16.466,1.382,70.453,79.994,,
right,431022426,301,431022426,301,437617655,301,490902535,301,508747372,301,510082915,6.595,53.285,17.845,1.336,72.465,79.060,-52.930,-50.664
left,581684217,301,581684217,301,593211610,301,593327420,301,610273511,301,612120799,11.527,0.116,16.946,1.847,18.909,30.437,,
front,561668550,301,561668550,301,569067311,301,593327420,301,611373543,301,613850089,7.399,24.260,18.046,2.477,44.783,52.182,,
right,529717881,301,529717881,301,536167108,301,593327420,301,613824776,301,615945229,6.449,57.160,20.497,2.120,79.778,86.227,-20.016,-51.966
left,681671997,301,681671997,301,690254155,301,690396715,301,705684536,301,707187840,8.582,0.143,15.288,1.503,16.934,25.516,,
front,628599719,301,628599719,301,636982819,301,690396715,301,706629146,301,707896859,8.383,53.414,16.232,1.268,70.914,79.297,,
right,630802717,301,630802717,301,640512345,301,690396715,301,707854077,301,709943328,9.710,49.884,17.457,2.089,69.431,79.141,-53.072,-50.869
left,849035997,301,849035997,301,860033905,301,860131494,301,877363377,301,879904287,10.998,0.098,17.232,2.541,19.870,30.868,,
front,761656405,301,761656405,301,870303048,301,860131494,301,879297287,301,881330751,108.647,-10.172,19.166,2.033,11.028,119.674,,
right,829707798,301,829707798,301,835782633,301,860131494,301,881221835,301,883770221,6.075,24.349,21.090,2.548,47.988,54.062,-87.380,-19.328
left,881597040,301,881597040,301,890222654,301,937873301,301,953102719,301,954741797,8.626,47.651,15.229,1.639,64.519,73.145,,
front,928834107,301,928834107,301,937802301,301,937873301,301,954087942,301,955504093,8.968,0.071,16.215,1.416,17.702,26.670,,
right,930901694,301,930901694,301,936894451,301,937873301,301,955443097,301,958388337,5.993,0.979,17.570,2.945,21.494,27.487,47.237,49.305
left,49017257,302,049017257,302,057821516,302,069571013,302,087130176,302,088838553,8.804,11.749,17.559,1.708,31.017,39.821,,
front,61587857,302,061587857,302,069467374,302,069571013,302,088160146,302,089522342,7.880,0.104,18.589,1.362,20.055,27.934,,
right,29726031,302,029726031,302,037329238,302,069571013,302,089533989,302,091146797,7.603,32.242,19.963,1.613,53.818,61.421,12.571,-19.291
left,81857605,302,081857605,302,094083871,302,138567143,302,154198734,302,156068044,12.226,44.483,15.632,1.869,61.984,74.210,,
front,129028243,302,129028243,302,137407631,302,138567143,302,155571823,302,158188082,8.379,1.160,17.005,2.616,20.780,29.160,,
right,131021537,302,131021537,302,138450720,302,138567143,302,158118079,302,161695032,7.429,0.116,19.551,3.577,23.244,30.673,47.171,49.164
left,181493076,302,181493076,302,190140155,302,271105093,302,287153161,302,288743902,8.647,80.965,16.048,1.591,98.604,107.251,,
front,261552039,302,261552039,302,270973183,302,271105093,302,288161131,302,289547548,9.421,0.132,17.056,1.386,18.574,27.996,,
right,229732001,302,229732001,302,235569737,302,271105093,302,289351300,302,290936063,5.838,35.535,18.246,1.585,55.366,61.204,80.059,48.239
left,281645818,302,281645818,302,294336062,302,369123293,302,384902843,302,387203484,12.690,74.787,15.780,2.301,92.867,105.558,,
front,361508112,302,361508112,302,369018396,302,369123293,302,386573804,302,388810026,7.510,0.105,17.451,2.236,19.792,27.302,,
right,329731279,302,329731279,302,338188997,302,369123293,302,388751938,302,392240336,8.458,30.934,19.629,3.488,54.051,62.509,79.862,48.085
left,481697066,302,481697066,302,491308863,302,491409506,302,506763479,302,508403133,9.612,0.101,15.354,1.640,17.094,26.706,,
front,428762533,302,428762533,302,436311021,302,491409506,302,507982973,302,509415142,7.548,55.098,16.573,1.432,73.104,80.653,,
right,430939229,302,430939229,302,438287816,302,491409506,302,509406208,302,511317329,7.349,53.122,17.997,1.911,73.030,80.378,-52.935,-50.758
left,581490660,302,581490660,302,590226202,302,590363031,302,605654616,302,607266552,8.736,0.137,15.292,1.612,17.040,25.776,,
front,561335496,302,561335496,302,569164112,302,590363031,302,606599919,302,607965645,7.829,21.199,16.237,1.366,38.802,46.630,,
