camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
right,99,905223194,15701,905223194,15701,905223194,15701,907298547,15701,913770395,15701,915139682,0.000,2.075,6.472,1.369,9.916,9.916,,,0,0
left,126,950204568,15701,950204568,15701,950204568,15701,952204114,15701,958113695,15701,960022939,0.000,2.000,5.910,1.909,9.818,9.818,,,0,0
front,151,968071808,15701,968071808,15701,968071808,15701,970094572,15701,975898663,15701,977092003,0.000,2.023,5.804,1.193,9.020,9.020,,,0,0
right,100,5267437,15702,005267437,15702,005267437,15702,007432562,15702,014195013,15702,015500233,0.000,2.165,6.762,1.305,10.233,10.233,,,0,0
left,127,50238885,15702,050238885,15702,050238885,15702,052281839,15702,058380431,15702,060286429,0.000,2.043,6.099,1.906,10.048,10.048,,,0,0
front,152,68099225,15702,068099225,15702,068099225,15702,070204545,15702,076046838,15702,077209950,0.000,2.105,5.842,1.163,9.111,9.111,,,0,0
right,101,105233193,15702,105233193,15702,105233193,15702,107317755,15702,113860724,15702,115127697,0.000,2.085,6.543,1.267,9.895,9.895,,,0,0
left,128,150213649,15702,150213649,15702,150213649,15702,152332727,15702,158235422,15702,159478115,0.000,2.119,5.903,1.243,9.264,9.264,,,0,0
front,153,168065755,15702,168065755,15702,168065755,15702,170033536,15702,175606710,15702,176653993,0.000,1.968,5.573,1.047,8.588,8.588,,,0,0
right,102,205233114,15702,205233114,15702,205233114,15702,206949997,15702,213349775,15702,215374602,0.000,1.717,6.400,2.025,10.141,10.141,,,0,0
left,129,250206751,15702,250206751,15702,250206751,15702,252395430,15702,258368228,15702,259484894,0.000,2.189,5.973,1.117,9.278,9.278,,,0,0
front,154,268109686,15702,268109686,15702,268109686,15702,270260026,15702,275928991,15702,277153123,0.000,2.150,5.669,1.224,9.043,9.043,,,0,0
right,103,305233235,15702,305233235,15702,305233235,15702,306786901,15702,312911331,15702,314076440,0.000,1.554,6.124,1.165,8.843,8.843,,,0,0
